property_id,lat,lng,addr_street,suburb,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag,House_report,Median_house_price,House_quarterly_growth,House_twelve_month_growth,House_average_annual_growth
89488,-37.95,145.02,38 Brighton Street,SANDRINGHAM,19948,0.97,-1,-1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
89090,-37.96,145.02,1/16 Rose Street,SANDRINGHAM,19948,1.34,-1,-1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
89587,-37.95,145.01,54 Abbott Street,SANDRINGHAM,19948,0.32,-1,-1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
89608,-37.95,145.00,6 Abbott Street,SANDRINGHAM,19948,0.34,-1,-1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
89637,-37.95,145.02,68 Sandringham Road,SANDRINGHAM,19948,1.11,-1,-1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
89278,-37.96,145.02,18 Rose Street,SANDRINGHAM,19948,1.37,-1,-1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
89693,-37.95,145.02,84 Grange Road,SANDRINGHAM,19948,1.39,-1,-1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
89450,-37.95,145.02,313 Bluff Road,SANDRINGHAM,19948,1.49,-1,-1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
89719,-37.95,145.01,96 Bay Road,SANDRINGHAM,19948,0.56,-1,-1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
89266,-37.96,145.01,170 Beach Road,SANDRINGHAM,19948,0.94,-1,-1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
89142,-37.95,145.02,11 Pellew Street,SANDRINGHAM,19948,0.95,-1,-1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
89268,-37.96,145.01,172 Beach Road,SANDRINGHAM,19948,0.97,-1,-1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
89532,-37.95,145.02,42 Grange Road,SANDRINGHAM,19948,0.98,-1,-1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
89632,-37.95,145.02,65A Grange Road,SANDRINGHAM,19948,1.30,-1,-1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
89118,-37.95,145.01,102 Abbott Street,SANDRINGHAM,19948,0.73,-1,-1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
89201,-37.96,145.02,14 Green Parade,SANDRINGHAM,19872,1.93,36,1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
89410,-37.95,145.01,27 Vincent Street,SANDRINGHAM,19948,0.75,-1,-1,"If you compare the increase in value of investment property in  Sandringham, 3191  to the rest of Australia, it performed somewhat poorly. The median increase in value, or capital gain property investors experienced for this VIC suburb was 7.09%. If we look at median property appreciation over just the last three months, Sandringham has given property investors a paper return of 9.87%. This puts Suburb as 466 on a list of fastest fasting appreciating suburbs in VIC LACK OF BUYER INTEREST may well be the reason that Sandringham  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC Often selling an investment property can take time, and in Sandringham the average time real estate has been on the market is 51.75 days. Sandringham is 658th on a list of best yielding suburbs for rents in VIC with a 0.00% return","$2,335,000",9.87%,7.09%,0.88%
34644,-37.69,144.98,30 Lockton Avenue,RESERVOIR,19961,2.10,30,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
34285,-37.72,145.02,21 Cuthbert Road,RESERVOIR,20010,1.00,39,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
34623,-37.72,145.00,3/206 Spring Street,RESERVOIR,20010,0.56,39,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
35465,-37.70,145.02,7 Daleglen Street,RESERVOIR,20008,1.00,43,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
34172,-37.72,144.99,2 Kennedy Street,RESERVOIR,20011,1.47,36,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
35649,-37.71,145.00,81 Barton Street,RESERVOIR,20010,0.80,39,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
33912,-37.72,145.01,157A North Road,RESERVOIR,20010,0.75,39,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
34059,-37.73,145.01,18 Queen Street,RESERVOIR,20011,0.87,36,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
34051,-37.71,145.01,18 Macartney Street,RESERVOIR,20009,0.43,40,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
33433,-37.72,144.99,1/26 Kingsley Road,RESERVOIR,20011,1.38,36,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
34572,-37.71,144.99,3 Bogong Court,RESERVOIR,20009,1.67,40,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
33765,-37.71,144.99,13 Ida Court,RESERVOIR,20009,1.56,40,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
34542,-37.72,145.01,29 Howard Street,RESERVOIR,20010,0.68,39,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
34648,-37.72,145.00,30 Sharpe Street,RESERVOIR,20011,0.57,36,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
34510,-37.73,145.01,28 Foch Street,RESERVOIR,20011,0.82,36,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
35172,-37.72,145.00,53 Pine Street,RESERVOIR,20010,0.87,39,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
35310,-37.70,145.02,6 Liston Avenue,RESERVOIR,20008,0.79,43,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
33352,-37.72,145.01,1 Clark Street,RESERVOIR,20010,0.40,39,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
34765,-37.73,145.01,35 Southernhay Street,RESERVOIR,20011,0.76,36,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
34966,-37.72,144.99,43 Kingsley Road,RESERVOIR,20011,1.50,36,1,"Reservoir is in the bottom 10% in VIC when comparing  median price capital growth over the last year. Reservoir gave property investors  a  dismal capital gain  figure when compared to the rest of the state, with 0.00%. Taking the average capital gain, or increase in median house value,  Reservoir,3073 has racked up an average of 0.00% over the period. This ranks it number 3962th in the whole country for real estate investors looking at median house price increases. LACK OF BUYER INTEREST may well be the reason that Reservoir  is offering  property investors an average of -1.95. This rate of discount on properties puts  Suburb at number 376th in terms of most discounted suburbs in VIC On average over the past year, suburb has had 45.25 sales per month, which equates to 543 per year. With the median price for a house in Reservoir being  $915000 and the advertised rent reaching  $0 the gross rental yield for property investors calculates out to be 0.00%","$915,000",10.46%,0.00%,55.59%
